@relation 'buy-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R11-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R1,2,5'

@attribute AGE {'\'(-inf--1.418018]\'','\'(-1.418018--0.305233]\'','\'(-0.305233-0.807551]\'','\'(0.807551-1.920336]\'','\'(1.920336-inf)\''}
@attribute INCOME {'\'(-inf--0.99812]\'','\'(-0.99812--0.091248]\'','\'(-0.091248-0.815623]\'','\'(0.815623-1.722495]\'','\'(1.722495-inf)\''}
@attribute GENDER {M,F}
@attribute MARRIED {0,1}
@attribute FICO {'\'(-inf--2.07498]\'','\'(-2.07498--0.699112]\'','\'(-0.699112-0.676755]\'','\'(0.676755-2.052623]\'','\'(2.052623-inf)\''}
@attribute OWNHOME {0,1}
@attribute LOCATION {A,B,C,D,E,F,G,H}
@attribute BUY6 numeric
@attribute BUY12 numeric
@attribute BUY18 numeric
@attribute VALUE24 {'\'(-inf--0.785867]\'','\'(-0.785867--0.232412]\'','\'(-0.232412-0.321044]\'','\'(0.321044-0.8745]\'','\'(0.8745-1.427955]\'','\'(1.427955-1.981411]\'','\'(1.981411-2.534867]\'','\'(2.534867-3.088323]\'','\'(3.088323-3.641778]\'','\'(3.641778-inf)\''}
@attribute MOVED {0,1}
@attribute class {0,1}

@data
'\'(1.920336-inf)\'','\'(-0.091248-0.815623]\'',M,1,'\'(-inf--2.07498]\'',0,A,-0.379649,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,A,-0.379649,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',F,1,'\'(0.676755-2.052623]\'',0,A,2.428841,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(-0.305233-0.807551]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,A,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,A,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',0,A,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(0.815623-1.722495]\'',M,1,'\'(-2.07498--0.699112]\'',0,A,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(0.815623-1.722495]\'',F,1,'\'(0.676755-2.052623]\'',1,A,2.428841,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(1.920336-inf)\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',1,A,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',F,1,'\'(-2.07498--0.699112]\'',0,A,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(0.807551-1.920336]\'','\'(0.815623-1.722495]\'',M,1,'\'(-2.07498--0.699112]\'',0,A,-0.379649,-0.509996,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(0.807551-1.920336]\'','\'(-0.99812--0.091248]\'',F,1,'\'(0.676755-2.052623]\'',0,A,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-inf--1.418018]\'','\'(0.815623-1.722495]\'',F,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,2.584248,'\'(-0.785867--0.232412]\'',0,1
'\'(0.807551-1.920336]\'','\'(-inf--0.99812]\'',M,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(0.815623-1.722495]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(0.321044-0.8745]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',F,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-inf--1.418018]\'','\'(-0.091248-0.815623]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,2.428841,1.695199,0.949289,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(-0.99812--0.091248]\'',F,0,'\'(-0.699112-0.676755]\'',1,B,-0.379649,1.695199,2.584248,'\'(-0.232412-0.321044]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-0.699112-0.676755]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(0.807551-1.920336]\'','\'(-0.091248-0.815623]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',M,0,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-2.07498--0.699112]\'',1,B,-0.379649,-0.509996,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',F,1,'\'(-2.07498--0.699112]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
?,?,?,?,'\'(-2.07498--0.699112]\'',?,B,-0.379649,-0.509996,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-inf--1.418018]\'','\'(-0.99812--0.091248]\'',M,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(-inf--0.99812]\'',F,0,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(0.807551-1.920336]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',1,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,1.695199,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',F,0,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(0.807551-1.920336]\'','\'(0.815623-1.722495]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-inf--0.785867]\'',1,1
'\'(0.807551-1.920336]\'','\'(0.815623-1.722495]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',M,0,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(0.807551-1.920336]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',F,1,'\'(-2.07498--0.699112]\'',0,B,2.428841,1.695199,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(-0.99812--0.091248]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(-inf--0.99812]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.232412-0.321044]\'',0,1
'\'(0.807551-1.920336]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(0.807551-1.920336]\'','\'(0.815623-1.722495]\'',M,1,'\'(-2.07498--0.699112]\'',1,B,-0.379649,-0.509996,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',M,0,'\'(0.676755-2.052623]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',F,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-inf--1.418018]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.232412-0.321044]\'',1,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',F,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,2.584248,'\'(1.427955-1.981411]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',F,1,'\'(-2.07498--0.699112]\'',0,B,2.428841,1.695199,2.584248,'\'(2.534867-3.088323]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',F,1,'\'(-2.07498--0.699112]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,1,'\'(0.676755-2.052623]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',F,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-inf--1.418018]\'','\'(-0.091248-0.815623]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,2.428841,1.695199,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,2.428841,3.900395,2.584248,'\'(0.8745-1.427955]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-inf--2.07498]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',F,0,'\'(-0.699112-0.676755]\'',1,B,2.428841,1.695199,0.949289,'\'(-0.232412-0.321044]\'',0,1
?,?,?,?,'\'(-0.699112-0.676755]\'',?,B,2.428841,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(0.815623-1.722495]\'',M,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,0,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(0.815623-1.722495]\'',M,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(0.815623-1.722495]\'',M,1,'\'(-0.699112-0.676755]\'',1,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(0.807551-1.920336]\'','\'(-inf--0.99812]\'',M,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(0.807551-1.920336]\'','\'(-inf--0.99812]\'',M,1,'\'(-0.699112-0.676755]\'',1,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(1.722495-inf)\'',M,1,'\'(0.676755-2.052623]\'',0,B,2.428841,1.695199,0.949289,'\'(0.8745-1.427955]\'',0,1
'\'(0.807551-1.920336]\'','\'(0.815623-1.722495]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',F,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
?,?,?,?,'\'(-2.07498--0.699112]\'',?,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(0.807551-1.920336]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-1.418018--0.305233]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(0.676755-2.052623]\'',0,B,2.428841,1.695199,2.584248,'\'(0.321044-0.8745]\'',0,1
'\'(-inf--1.418018]\'','\'(-0.99812--0.091248]\'',F,0,'\'(-0.699112-0.676755]\'',1,B,5.237332,3.900395,2.584248,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',F,1,'\'(0.676755-2.052623]\'',0,B,2.428841,1.695199,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(1.920336-inf)\'','\'(-0.091248-0.815623]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,1,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,0.949289,'\'(0.321044-0.8745]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.232412-0.321044]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.99812--0.091248]\'',F,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',M,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-inf--0.99812]\'',F,1,'\'(-2.07498--0.699112]\'',0,B,2.428841,1.695199,0.949289,'\'(-0.232412-0.321044]\'',0,1
'\'(-0.305233-0.807551]\'','\'(0.815623-1.722495]\'',M,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',0,1
?,?,?,?,'\'(-0.699112-0.676755]\'',?,B,-0.379649,-0.509996,0.949289,'\'(0.8745-1.427955]\'',1,1
'\'(-0.305233-0.807551]\'','\'(1.722495-inf)\'',M,0,'\'(-2.07498--0.699112]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,0.949289,'\'(-0.785867--0.232412]\'',0,1
'\'(-0.305233-0.807551]\'','\'(-0.091248-0.815623]\'',M,1,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-0.785867--0.232412]\'',0,1
?,?,?,?,'\'(-0.699112-0.676755]\'',?,B,-0.379649,-0.509996,2.584248,'\'(-0.785867--0.232412]\'',0,1
'\'(-1.418018--0.305233]\'','\'(-0.99812--0.091248]\'',F,0,'\'(0.676755-2.052623]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',1,1
'\'(-inf--1.418018]\'','\'(-inf--0.99812]\'',F,0,'\'(-0.699112-0.676755]\'',0,B,-0.379649,-0.509996,-0.685671,'\'(-inf--0.785867]\'',1,1
'\'(-1.418018--0.305233]\'','\'(-inf--0.99812]\'',M,1,'\'(0.676755-2.052623]\'',0,B,2.428841,1.695199,0.949289,'\'(-inf--0.785867]\'',0,1
